Time,Accel. Pedal[%],Ambient Pressure[psig],Boost (Pre-Throttle)[psig],Boost pressure (Target)[psig],Coolant Temp[F],Engine speed[rpm],Gear Actual[],HPFP (Target)[psig],HPFP Act.[psig],IAT[F],Ignition Cyl 1[deg],Ignition Timing 1[deg],Ignition Timing 2[deg],Ignition Timing 3[deg],Ignition Timing 4[deg],Knock Detected[0/1],LPFP Act. (Raw)[psig],Lambda[AFR],Lambda Act. (Bank 1)[AFR],Lambda Control Factor (Bank 1) - Faster[AFR],Load Act. (Rel.)[%],Load Target (Rel.)[%],MAF[lb/min],MAP[psig],Mass flow HFM[lb/min],Oil Temp[F],Relative Air Filling[%],STFT[],Throttle Angle[%],Vehicle Speed[mph],Wastegate Duty Cycle (Bank 1)[%],bootmod3_0.40.029_unknown,638df7bbd10b43b2d827be02
3.814,100,-0.1,20.0,19.3,212,4927,3,2882,2892,56,5.2,5.3,5.3,5.3,5.3,0,84,12.44,12.44,15.93,99.2,191.2,764.0,19.2,809.4,217,255,1.08,65,53,85,
3.860,100,-0.1,19.8,19.3,212,4961,3,2882,2881,56,5.2,5.3,5.3,5.3,5.3,0,84,12.41,12.41,15.98,99.2,191.2,772.0,19.3,814.2,217,255,1.08,73,54,84,
3.905,100,-0.1,19.7,19.3,212,4994,3,2882,2887,56,5.2,5.3,5.3,5.3,5.3,0,84,12.35,12.35,15.97,99.6,191.2,780.0,19.3,826.0,217,255,1.08,81,55,85,
3.954,100,-0.1,19.7,19.4,212,5050,3,2882,2887,56,5.2,5.8,5.8,5.8,5.8,0,84,12.28,12.28,15.94,99.6,191.2,788.0,19.3,837.5,217,255,1.08,90,55,85,
4.004,100,-0.1,19.6,19.4,212,5093,3,2882,2886,56,5.2,5.8,5.8,5.8,5.8,0,84,12.33,12.33,15.99,99.2,191.2,792.0,19.3,836.0,217,255,1.08,100,55,85,
4.055,100,-0.1,19.4,19.4,212,5127,3,2882,2880,56,5.2,5.8,5.8,5.8,5.8,0,84,12.27,12.27,15.96,99.2,191.2,796.0,19.2,837.2,217,255,1.08,100,55,85,
4.104,100,-0.1,19.4,19.4,212,5157,3,2882,2881,56,5.2,5.8,5.8,5.8,5.8,0,84,12.30,12.30,15.97,98.8,191.2,800.0,19.1,840.2,217,255,1.08,100,56,85,
4.155,100,-0.1,19.4,19.5,212,5203,3,2882,2892,56,5.2,5.8,5.8,5.8,5.8,0,84,12.33,12.33,16.01,98.4,191.2,804.0,19.1,844.1,217,255,1.08,100,57,85,
4.207,100,-0.1,19.3,19.5,212,5259,3,2882,2895,54,6.0,6.3,6.3,6.3,6.3,0,84,12.30,12.30,15.98,98.4,191.2,808.0,19.1,846.9,217,255,1.08,99,57,85,
4.254,100,-0.1,19.4,19.5,212,5306,3,2882,2881,54,6.7,6.8,6.8,6.8,6.8,0,84,12.20,12.20,15.90,98.0,191.2,816.0,19.1,851.7,217,255,1.08,99,58,85,
4.305,100,-0.1,19.2,19.5,212,5335,3,2882,2885,54,6.7,6.8,6.8,6.8,6.8,0,84,12.24,12.24,15.90,98.0,191.2,820.0,19.0,850.4,217,255,1.08,99,58,85,
4.355,100,-0.1,19.2,19.5,212,5369,3,2882,2877,54,6.7,6.8,6.8,6.8,6.8,0,84,12.30,12.30,15.93,97.6,191.2,824.0,19.0,854.2,217,255,1.08,100,59,85,
